,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
6206,390 - G.I. OBSTRUCTION W/O CC/MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,45,51997.8,5279.27,4133.0
6207,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,36,92661.11,10127.64,8774.42
6208,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,256,54963.88,6287.48,5171.66
6209,393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,21,107192.29,13439.24,12369.71
6210,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,41,70352.8,7848.34,6861.17
6211,395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,21,51151.33,5712.67,4676.71
6212,417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,11,181171.91,18838.64,17520.64
6213,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,21,110695.48,12818.71,11888.9
6214,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,24,77714.58,9681.79,8664.38
6215,436 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,12,97991.33,10317.33,7911.0
6216,438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,15,101598.47,13301.53,12057.73
6217,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,30,70003.13,7494.57,6257.27
6218,440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,23,41110.35,6008.78,4180.43
6219,"441 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC",310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,14,98569.21,14267.5,13539.86
6220,"442 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC",310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,27,81781.44,7474.56,7022.22
6221,445 - DISORDERS OF THE BILIARY TRACT W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,20,81344.3,8455.45,7460.35
6222,446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,15,63118.27,6292.2,5221.8
6223,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,63,147865.86,29958.78,27695.24
6224,462 - BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,25,114019.24,26997.4,23765.12
6225,"464 - WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,19,115048.79,19257.0,15947.11
6226,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,43,132086.0,25399.95,21344.7
6227,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,37,128095.81,19573.89,18573.14
6228,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,14,164704.5,23253.93,21940.0
6229,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,883,84435.68,15260.62,13150.12
6230,472 - CERVICAL SPINAL FUSION W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,14,120091.93,21842.21,20631.36
6231,473 - CERVICAL SPINAL FUSION W/O CC/MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,20,123496.6,18206.6,14887.1
6232,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,16,176484.56,24147.25,20049.75
6233,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,66,110264.79,14972.85,13407.38
6234,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,44,87710.2,14585.27,10670.86
6235,483 - MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,28,117507.29,18666.75,17472.43
6236,484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,27,104680.3,17998.44,14488.63
6237,488 - KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,13,67898.08,11260.08,10174.23
6238,489 - KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,22,63639.95,10847.23,8038.05
6239,490 - BACK & NECK PROC EXC SPINAL FUSION W CC/MCC OR DISC DEVICE/NEUROSTIM,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,13,120285.23,14364.46,13090.31
6240,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,14,81169.21,8693.5,7410.64
6241,"493 - LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC",310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,16,101505.44,14994.44,13821.44
6242,"494 - LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC",310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,24,85835.5,13393.21,9991.58
6243,536 - FRACTURES OF HIP & PELVIS W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,29,52898.38,5828.76,4722.38
6244,540 - OSTEOMYELITIS W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,13,83607.62,11091.0,8344.54
6245,552 - MEDICAL BACK PROBLEMS W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,89,68354.85,8959.0,5549.92
6246,556 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,15,46053.73,6624.0,4289.0
6247,"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,14,57722.14,6868.29,5700.86
6248,"560 - AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,13,51148.77,7986.15,7304.23
6249,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,34,49813.5,8057.74,4602.76
6250,602 - CELLULITIS W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,24,68542.83,10744.25,9762.96
6251,603 - CELLULITIS W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,164,55948.02,7198.41,5742.71
6252,"605 - TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC",310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,40,55462.05,8490.25,4762.9
6253,621 - O.R. PROCEDURES FOR OBESITY W/O CC/MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,22,69772.55,12141.55,10999.32
6254,637 - DIABETES W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,24,98702.79,11027.17,9960.42
6255,638 - DIABETES W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,80,60840.06,7668.55,5806.54
6256,639 - DIABETES W/O CC/MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,19,53961.16,5516.26,3484.42
6257,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,57,99610.95,9628.75,8459.04
6258,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,133,57257.01,6003.85,4844.96
6259,644 - ENDOCRINE DISORDERS W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,17,92750.06,8234.06,7017.94
6260,660 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,21,113864.95,14455.19,13426.29
6261,668 - TRANSURETHRAL PROCEDURES W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,14,158757.79,19373.71,18395.0
6262,669 - TRANSURETHRAL PROCEDURES W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,43,94315.0,11505.95,8621.26
6263,670 - TRANSURETHRAL PROCEDURES W/O CC/MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,13,78469.23,6931.46,5781.92
6264,673 - OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,11,193230.27,25848.82,24985.36
6265,682 - RENAL FAILURE W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,71,93412.42,12300.44,11138.89
6266,683 - RENAL FAILURE W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,115,70293.79,8139.7,6758.83
6267,684 - RENAL FAILURE W/O CC/MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,23,47878.48,5336.48,4543.7
6268,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,78,74622.46,9011.32,8010.38
6269,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,197,55990.74,6779.47,5372.11
6270,694 - URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,37,56650.3,5836.43,4801.84
6271,696 - KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,14,44609.71,5656.29,4863.29
6272,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,31,125427.97,13167.81,12199.13
6273,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,35,64586.46,7879.71,7145.83
6274,809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,21,66774.48,10546.38,8136.62
6275,811 - RED BLOOD CELL DISORDERS W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,38,100845.58,10254.66,9641.97
6276,812 - RED BLOOD CELL DISORDERS W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,100,70557.93,6899.31,5294.75
6277,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,55,253347.29,41348.16,36932.0
6278,854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,12,146874.42,18289.75,17166.25
6279,863 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,11,74016.27,8069.0,7253.09
6280,864 - FEVER,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,29,61434.31,7347.83,5694.62
6281,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,29,261690.79,43873.28,42143.55
6282,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,241,112241.87,14546.96,13315.86
6283,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,97,72088.29,8817.53,7189.61
6284,881 - DEPRESSIVE NEUROSES,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,19,37476.63,5654.84,4554.0
6285,884 - ORGANIC DISTURBANCES & MENTAL RETARDATION,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,30,58059.33,8061.3,7091.5
6286,885 - PSYCHOSES,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,232,54465.72,8241.61,7074.87
6287,"894 - ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA",310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,21,19867.43,4117.29,2912.43
6288,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,94,37268.65,5979.54,4685.43
6289,914 - TRAUMATIC INJURY W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,11,51232.0,9111.09,4389.27
6290,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,21,110273.29,11524.05,10392.0
6291,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,21,58174.19,5522.33,4519.1
6292,919 - COMPLICATIONS OF TREATMENT W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,13,67786.08,13263.15,12102.62
6293,920 - COMPLICATIONS OF TREATMENT W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,12,61811.0,7914.08,7103.42
6294,947 - SIGNS & SYMPTOMS W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,21,89949.67,9146.52,8253.95
6295,948 - SIGNS & SYMPTOMS W/O MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,76,60644.8,5983.08,5080.18
6296,975 - HIV W MAJOR RELATED CONDITION W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,11,56969.73,10532.36,9509.18
6297,981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,30,219289.53,36134.43,34636.83
6298,982 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,32,164972.0,29035.72,20004.81
6299,987 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,11,187901.64,24362.91,23166.09
6300,988 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,65 WEST JIMMIE LEEDS ROAD,POMONA,NJ,8240,NJ - Camden,19,126962.58,13389.74,12379.26
14140,"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL,NJ,7733,NJ - Camden,13,425200.0,63711.85,61901.38
14141,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL,NJ,7733,NJ - Camden,13,48912.92,6367.54,5106.92
14142,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL,NJ,7733,NJ - Camden,19,55897.79,6633.68,4777.21
14143,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL,NJ,7733,NJ - Camden,24,83341.17,11042.29,9225.33
14144,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL,NJ,7733,NJ - Camden,31,62873.32,6825.23,5382.94
14145,068 - NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL,NJ,7733,NJ - Camden,17,65567.94,6633.94,4113.0
14146,069 - TRANSIENT ISCHEMIA,310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL,NJ,7733,NJ - Camden,28,49616.21,4748.89,3136.64
14147,175 - PULMONARY EMBOLISM W MCC,310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL,NJ,7733,NJ - Camden,11,71706.64,10451.18,7434.45
14148,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL,NJ,7733,NJ - Camden,37,101193.59,11677.16,11043.65
14149,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL,NJ,7733,NJ - Camden,20,60211.05,8524.1,7212.95
14150,180 - RESPIRATORY NEOPLASMS W MCC,310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL,NJ,7733,NJ - Camden,17,91955.53,10183.35,9330.65
14151,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL,NJ,7733,NJ - Camden,35,98747.03,7492.14,6399.57
14152,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL,NJ,7733,NJ - Camden,86,66372.52,7702.78,6456.81
